id,fromUser,fromUserId,desired_username,LanguageCode,source,text,createdAt,req_username
131142,foofighter1111,86511768,Greg Bones,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,"NYC always looks like a movie set MT @BBCEngland Family from UK say #Sandy left NYC looking ""almost like a movie set"" http//t.co/ZO7CDED8",03-Oct-12,gre
131143,POCHO_CHOLO,151170327,Emilio,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Haiti Cuba and the Dominican Rep. were devastated by #sandy and we only hear about a dangling crane next to a multimillion $ apartment.,26-Oct-12,emi
131145,ankatank,25147663,priyankatank,english,&lta href=&quothttp//instagr.am&quot&gtInstagram&lt/a&gt,For the love of god #sandy haven''t you wreaked enough havoc? #sandyVSumbrella #late @ Java Street Waterfront http//t.co/VdnO1pqr,09-Oct-12,pri
131146,DJanders0n,542835319,DJ Anderson,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,God bless the kids playing flag football that are getting pissed on by sandy''s after rain,03-Oct-12,dj 
131148,evil_sorceresss,434046881,Solomiya ,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,24 hours w/out power. #Sandy,13-Oct-12,sol
131149,magdaleno_s_b,273714730,Magdaleno Sanchez,es,&lta href=&quothttp//blackberry.com/twitter&quot&gtTwitter for BlackBerryÃ­â°ÅÂ¬&lt/a&gt,@kARiiNaTh3MayOr VÃ­â¬Å_deo de Antes y DespuÃ­â¬ÅÂ©s de que el HuracÃ­â¬ÅÃ§n Sandy Entra a New York http//t.co/4flg5FYu #MDPT,02-Oct-12,mag
131150,sandy_montelo,222630501,Sandy,portugese,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,FuracÃ­â¬ÅÂ£o do calypso,17-Oct-12,san
131159,makaylaaa_marie,381665827,makayla russum,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,thank you #Sandy for giving me the last two days off Ã­Â¬ÅÃªÃ¤Ã³Â¢,31-Oct-12,mak
131161,RedEyeFc,733681224,Mike Riley,english,&lta href=&quothttp//www.twitter.com&quot&gtTwitter for Windows Phone&lt/a&gt,Fuck you SANDY #yousuck,21-Oct-12,mik
131162,zellagomezlove,385655123,feÃ­â¬ÅÂ±a thorne coleman,es,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,sigan fuertes new york sandy no los vencera ),13-Oct-12,feã­
131163,AlphaRomeo777,566211226,Alpha RomÃ­â¬ÅÂ©o,it,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,http//t.co/lNBfjBKu RT! No comments,07-Oct-12,alp
131164,paulcromie_utv,275168954,Paul Cromie UTV,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,SANDY President Obama says America ''will pull together and leave nobody behind.'' #Sandy #U105 #UTVLive,30-Oct-12,pau
131165,rexroadt,27815262,Travis Rexroad,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,@waynedenne hey man I''m actually living/working in Charlotte now so sandy didn''t get me fortunately. How u doing?,13-Oct-12,tra
131168,Colby_Cheez12,396784545,Colby Shaw,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Ã­Â¢Ã¤â°Ã¥ÃÃ±@drbekafigo How can people affected by Sandy be ready to vote on Tuesday?Ã­Â¢Ã¤â°Ã¥ÅÃ¹ That''s what I''ve been wondering!,28-Oct-12,col
131169,EmblemerBR,889615134,EÃ­ÃÃ_,portugese,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,@aiJusten olha que o furacÃ­â¬ÅÂ£o Ã­â¬ÅÂ© sÃ­â¬Å_ Sandy em? imagina se estivesse com o Junior calada,15-Oct-12,eã­ã
131170,gabriel_orozcos,195607531,Arq Gabriel Orozco S,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Ã­Â¢Ã¤â°Ã¥ÃÃ±@Oatmeal Disney + Star Wars Ep. 7 is gonna suck harder than Sandy''s huge stormy buttholeÃ­Â¢Ã¤â°Ã¥ÅÃ¹ ccp @fcoriba,30-Oct-12,arq
131180,SccrForLife,595880294,Siimmy,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Well I''m sorry if I was too busy worrying  for victims of sandy instead of going out to buy a Halloween costume for myself...#ugh cheesin me,27-Oct-12,sii
131181,USAFchic2005,872879323,Tracey Thomas,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,@luv_my_pup and THEN some p how is everything in PA? Did Sandy hit hard?,22-Oct-12,tra
131182,TheNYCMenuGirl,17342040,NYCMenuGirl,da,&lta href=&quothttp//foursquare.com&quot&gtfoursquare&lt/a&gt,Sandy fun. (@ Hofbrau Midtown) http//t.co/02DyxeJ3,26-Oct-12,nyc
131184,mickkhan,29057661,mahmood khan,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,"Put your drink aside and help the "" Sandy"" distruction struck down people anyway you can they need a hand up not a hand out",28-Oct-12,mah
131185,MeganGroess,333067326,Megan Groess,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Too blessed to be stressed. Time to put things into perspective. My thoughts and prayers go to my east coast friends effected by Sandy,16-Oct-12,meg
131190,_IfYouSeekAme,323645016,amethyst p,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,I wanna straighten my hair tomorrow but you know with #Sandy around that shit ain''t happening *sigh* -_-,14-Oct-12,ame
131193,BrotherFerdie,68555698,ferdie ileto,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,@amboink ate ambs hw r u affected by hurricane Sandy?,29-Oct-12,fer
131194,nickyevans6166,300130663,nicky evans,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,@nickyevans6166 Glad Sandy won proper enjoyed the series #jewishmumoftheyear,30-Oct-12,nic
131195,TheNobleLumpkin,231554985,HoBoSkillet,english,&lta href=&quothttp//blackberry.com/twitter&quot&gtTwitter for BlackBerryÃ­â°ÅÂ¬&lt/a&gt,Clouds from #Sandy overhead. http//t.co/ntGag9zq,28-Oct-12,hob
131203,Jables77,24396224,J. ,un,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,http//t.co/AvR6c1qi,30-Oct-12,j. 
131206,dizzaylizzayyy,247357503,Lizard,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Fuck you sandy.,02-Oct-12,liz
131208,wfinnegan3,38951920,William Finnegan,english,&lta href=&quothttp//www.tweetcaster.com&quot&gtTweetCaster for Android&lt/a&gt,@Losdad Due to the impact of Hurricane Sandy on the Pennsauken community Mayor John Kneib has (cont) http//t.co/gUHeF7KB,27-Oct-12,wil
131209,VintageSneakz04,557276051,JULIAN  ANDRETTI,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Gas down in St.louis Bc of hurricane Sandy!#IDK,07-Oct-12,jul
131210,marchingy,15885120,Marcie Chin,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Ps. Looking into volunteer roles tomorrow #sandy,17-Oct-12,mar
131212,nellsnellsnells,87197004,chanel,sv,&lta href=&quothttp//instagr.am&quot&gtInstagram&lt/a&gt,#rp #sandy  @ Queens Blvd http//t.co/grVhNGDG,26-Oct-12,cha
131213,vernondennis,24796255,Vernon D. Dennis Jr,english,&lta href=&quothttp//www.hootsuite.com&quot&gtHootSuite&lt/a&gt,Idiots at MSNBC Ridicule Romney for Collecting Food and Supplies for Sandy Victims | http//t.co/CuSL2g7D #tcot #voteromneyryan2012,03-Oct-12,ver
131214,EMONEY4LYFE,27817979,emily cardona,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Wellll jersey shore is gone #sandy,31-Oct-12,emi
131215,TheNobleLumpkin,231554985,HoBoSkillet,english,&lta href=&quothttp//blackberry.com/twitter&quot&gtTwitter for BlackBerryÃ­â°ÅÂ¬&lt/a&gt,Down the road is the far western edge of #sandy http//t.co/ARykLaMa,05-Oct-12,hob
131216,Aninhabelle,68035902,Aninha Silveira,portugese,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,@ThaisLiliane E vc liga mulher?Pra vc ver como a Sandy nÃ­â¬ÅÂ£o Ã­â¬ÅÂ© esquecida nem em uma desgraÃ­â¬Å_a dessas.,09-Oct-12,ani
131217,monsterenrgy18,472586765,Nik Enos\n,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,Is sandy still here,11-Oct-12,nik
131218,Zakkattack77,28217659,Zakk Attack,english,&lta href=&quothttp//instagr.am&quot&gtInstagram&lt/a&gt,The Moon brakes through after Sandy #Moon #Levittown #longisland #newyork #NYC #afterthestor @ Levittown NY http//t.co/2mugxCGx,01-Oct-12,zak
131222,_thatkiidzach,439788365,The Names Zach. ,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,I hope @VINNYGUADAGNINO is ok... Sandy killed jersey shore. http//t.co/DqzMaqFd,17-Oct-12,the
131223,markricks,18907579,Mark Ricks,english,&lta href=&quothttp//www.tweetcaster.com&quot&gtTweetCaster for Android&lt/a&gt,I''m just glad the power is back on at my house. Thank you @MyBGE for the prompt action!! #SandyMD #Poweroutage #Sandy,08-Oct-12,mar
131230,nikatnitex,17116598,nicole smith,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,For some reason at work watching hurricane sandy coverage the final countdown came on the radio and I had to laugh.,30-Oct-12,nic
131231,ariramku,424517660,Arijan Ramku,english,&lta href=&quothttp//twitter.com/#!/download/ipad&quot&gtTwitter for iPad&lt/a&gt,Staten Island #Sandy http//t.co/h0gFWKvp,16-Oct-12,ari
131232,AmandaaaaaaM,265225243,AMANDA MOREHOUSE,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,sandy is the wicked witch of the east,12-Oct-12,ama
131234,AdrienneADiaz,121218209,Just Diaz 2.16,english,&lta href=&quothttp//instagr.am&quot&gtInstagram&lt/a&gt,Loser buys shots #northbowl #sandy #tuesdayfunday @SizzlinSuzie @TeamJanean  @ North Bowl Lounge n Lanes http//t.co/AkigqoqY,21-Oct-12,jus
131238,adh454pgo,808548686,Carmelle Montanez,vietnamese,&lta href=&quothttp//dlvr.it&quot&gtdlvr.it&lt/a&gt,Superstorm Sandy xuo,28-Oct-12,car
131240,pbump,950531,Philip Bump,english,&lta href=&quothttp//pbump.net&quot&gtpbump.net&lt/a&gt,The owners of the now-famous Brooklyn Bridge Park carousel check it for damage. http//t.co/tpTzzsOE,12-Oct-12,phi
131241,f_sparklingJC,713254218,Julia Campbell,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,Go America! #Sandy,17-Oct-12,jul
131242,rcfnick,30604746,Nick Welch,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,FYI nearly every hurricane Sandy photo on the interwebs is a fake. Don''t be gullible people. #ifitlookstoogoodtobetrueitprobablyis,22-Oct-12,nic
131245,AishaBernez,470432116,Aisha,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,NO ONE CARES ABOUT HURRICANE SANDY LET ME SEE THE DR JOESPH NEWS WTF,03-Oct-12,ais
131249,cldumas91,619283300,Christine Dumas,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,@GodHatesFagsWBC I''m bisexual. I survived hurricane sandy. Suck my proverbial dick.,27-Oct-12,chr
131254,wizard465,489994194,Rob Jenkins,english,&lta href=&quothttp//instagr.am&quot&gtInstagram&lt/a&gt,Remnants of Sandy #hurricanesandy #sandy #obx #cloud #storm #bluesky @ Kill devil hills http//t.co/208YgibC,06-Oct-12,rob
131256,thatsmilebieber,124735463,Josa.,it,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Sandy vattene a fanculo per favore perchÃ­â¬ÅÂ© io ti sento vicina all''Europa,24-Oct-12,jos
131257,harlanvaughn,31586459,Harlan Vaughn,english,&lta href=&quothttp//www.hootsuite.com&quot&gtHootSuite&lt/a&gt,Need a read while #Sandy leaves? Download Here Lies Death #paranormal #fiction here http//t.co/O6HZPFFl #Free for #Kindle,18-Oct-12,har
131258,joelportman,22311400,Joel Portman,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,good question. Ã­Â¢Ã¤â°Ã¥ÃÃ±@BW Who''s going to pay for that dangling crane in midtown Manhattan? | http//t.co/Qok06Q6u #SandyÃ­Â¢Ã¤â°Ã¥ÅÃ¹,11-Oct-12,joe
131259,elyshabeckerman,134805174,Elysha Beckerman,english,&lta href=&quothttp//instagr.am&quot&gtInstagram&lt/a&gt,Not a bad #sandy dinner. Tacos &amp Wine. @mleeigh @waltiam4 @ Frankenstorm Apocalypse - Hurricane Sandy http//t.co/qquLRzFh,21-Oct-12,ely
131265,TaylorBrockopp,350543958,Taylor Brockopp,pl,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,hahaha sandy http//t.co/AL74z2lH,23-Oct-12,tay
131266,CassidyQuinn,25216470,Cassidy Quinn,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,Thanks Matt! Hope you fared well in the storm! RT @M4TTV1CK Credit where credit is due @boloco @bolocoCEO @CassidyQuinn http//t.co/Xvp9wNOp,14-Oct-12,cas
131268,forcemm,26254116,Randy Nichols,english,&lta href=&quothttp//instagr.am&quot&gtInstagram&lt/a&gt,anyone up for a BBQ? #sandy #longbeach  @ Long Beach http//t.co/WN1EkJEB,21-Oct-12,ran
131272,TheJoeDShow,464795252,Joe Dziemianowicz,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,#sandy crews tidied up w 101 st. But they couldn''t do much for the dimple in the windshield. @nydailynewspix http//t.co/QFZqk26d,10-Oct-12,joe
131273,iHex0x7821,136417842,fam0usb34u7y,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,Apparently http//t.co/wRYb7mol was hit by NY''s hurricane #Sandy jk it works now ),07-Oct-12,fam
131274,purpleice5454,56004982,~Kiki~ Moffat,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,Wishing there was more I could do for Sandy victims...Donating $ to the Red Cross is a start! Take the time 2 donate &amp help #showlove,07-Oct-12,~ki
131280,mattgunn,5147551,Matt Gunn,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Will be making the drive to Arverne tomorrow morning to see what became of my home on Beach 73rd. #rockawaybeach #sandy,07-Oct-12,mat
131282,Amarh77,303304168,Emmanuel Amarh,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Praying for everybody in NY cause they have to deal with Sandy the crazy chick. #imsorry,08-Oct-12,emm
131284,KissMyAsshh,357782274,Ashley Healy Ã­Â¬Ã¤Ã³_Ã_,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,I guess Sandy wasnt too happy that this is Jersey Shores last season. @snooki @JENNIWOWW,20-Oct-12,ash
131286,jaymcarth,468986723,Jason McArthur,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,@iMore It''s Sandy''s fault,10-Oct-12,jas
131288,maceykateee,167089500,Macey Markovich,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,I wonder how bad #Sandy hit Gotham City? #hopeBatmanIsOkay Ã­ÃÃÅ¸Ã¤â¹Â¢ÅÃ¨Ã­ÃÃÅ¸Ã¨Ã¬ÃÃ¦,03-Oct-12,mac
131289,JohnTheSponge,389114582,President Kiir,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,I wish some of you died in sandy,19-Oct-12,pre
131292,KenKoc1,384918074,Ken Koc,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,#Sandy Destruction from by fire in Rockaway Park http//t.co/6uCQw2it,09-Oct-12,ken
131293,chicseohee,342764024,Seohee Choi,english,&lta href=&quothttp//foursquare.com&quot&gtfoursquare&lt/a&gt,No matter Sandy arrives in Cleveland personal lesson and orch rehearsal keep running until 10pm... [pic] http//t.co/ezpyimtC,02-Oct-12,seo
131294,victoriarosee_,612809002,Victoria Hovey,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Praying for everybody dealing with hurricane Sandy Ã­ÃÃÅ¸Ã¤â¹Â¢ÅÃ¨,16-Oct-12,vic
131295,thatsmilebieber,124735463,Josa.,it,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Madre natura lo so come ti senti ma non credi di aver causato troppi disastri? Ferma sto cazzo di Sandy,26-Oct-12,jos
131296,amyMdell,491799748,Amy DelloRusso,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,@jdwyer91 fuck sandy,25-Oct-12,amy
131299,kirsty_robrob,503406484,Kirsty Roberts,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Hurricane sandy... Is this the start of the world ending?! #scarythought,06-Oct-12,kir
131300,aranorosty,132709320,roxana arancibia,es,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,#Sandy..hasta cuando webiay,10-Oct-12,rox
131306,HazStylesFan,268122632,Brittini Duhaime,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,#RIPDirectionerAngela hurricane sandy has done horrible things.,14-Oct-12,bri
131307,PrayingTheMass,43020055,Jeffrey Pinyan,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,8pm no power no lights (except candles) dark &amp cold outside... Guess it''s bedtime! #Sandy #NJ,24-Oct-12,jef
131308,DreamboatArmada,444122121,Dreamboat Armada,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Ã­Â¢Ã¤â°Ã¥ÃÃ±@DC101 If you can help @redcross Hurricane Sandy relief efforts in any way here are ways to contribute. http//t.co/NtisxNZFÃ­Â¢Ã¤â°Ã¥ÅÃ¹,22-Oct-12,dre
131310,SanjeevBola,330436815,Sanjeev BolaÃ­â°Å_.0,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,What happened to Sandy I thought it was going to be big or did the media just scare us again #Sandy,07-Oct-12,san
131312,NoonanLaura,825284988,Laura Noonan,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,Hilarious on CNN today woman we lost our six cars our pool and our house is damaged!! #sadfacenot #fuckup #sandy,02-Oct-12,lau
131313,animaboy,39309177,Devin Jones,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,@WritersRelief Never giving up! http//t.co/S1hzG1Hx #sandy #hurricanepoem,06-Oct-12,dev
131314,cldumas91,619283300,Christine Dumas,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,@GodHatesFagsWBC I''m bisexual. I survived hurricane sandy. Suck my dick.,02-Oct-12,chr
131315,01MinaS,849690186,Amina Serdarevic ,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Sandy just got me ALL wet! Ã­ÃÃÅ¸Ã¤Ã³Â»Å_Ã­ÃÃÅ¸Ã¤Ã³Â»Å_Ã­ÃÃÅ¸Ã¤Ã³Â»Å_Ã­ÃÃÅ¸Ã¤Ã³Â»Å_,23-Oct-12,ami
131320,Ms_Porshia,150874534,Porshia,english,&lta href=&quothttp//blackberry.com/twitter&quot&gtTwitter for BlackBerryÃ­â°ÅÂ¬&lt/a&gt,This Sandy is not smiling at all look at all the damage o,22-Oct-12,por
131321,shilLsbruh_xO,334875240,YourLocalSweetheartÃ­Â¢ÃÃ±ÃÃ,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Woah .. Is sandy back?,15-Oct-12,you
131322,eFallly,290578941,Elizabeth Fallon,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,Sandy''s still got it folks,21-Oct-12,eli
131323,rodrigolimajp,26498680,Rodrigo Lima,portugese,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,Passar meia hora falando do furacÃ­â¬ÅÂ£o Sandy em jornal Ã­â¬ÅÂ© bom neh? Quero ver ajudar na seca no sertÃ­â¬ÅÂ£o nordestino. #SecaNoNordeste,18-Oct-12,rod
131324,gurlwatchyoself,422169492,Colin G,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Hurricane sandy is another reminder why the west coast is better than the east coast! #sorrynotsorry,24-Oct-12,col
131325,mriddy2015,422368620,Max Radaelli,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Fuck sandy,13-Oct-12,max
131326,freeman_moscow,90943896,Pavel Usmanov,english,&lta href=&quothttp//instagr.am&quot&gtInstagram&lt/a&gt,#salad and some #porto is my #hurricane meal. #storm #sandy #newyork #nyc #chelsea  @ The Elliott Chelsea http//t.co/hqFkeu9A,06-Oct-12,pav
131327,fraanwaite,283270393,franny Ã­Â¢Ã¤â¹Â¢ÅÃ§,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,"How do people come up with names for hurricanes? I mean its not like they go ""no you don''t look like a sandy you like a katrina..",25-Oct-12,fra
131328,FlexingxCashing,398261487,More Than A BOSS Ã­Â¢Ã¤â¹Â¢ÅÂ«,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,My aunties trapped in NYC and cant come back til Thursday because of #Sandy,12-Oct-12,mor
131334,fraanwaite,283270393,franny Ã­Â¢Ã¤â¹Â¢ÅÃ§,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,"...""but you you''re definitely a sandy"" #lolwhat #previoustweet",12-Oct-12,fra
131336,udayana_dh,37188381,Udayana Dharmaputra,english,&lta href=&quothttp//foursquare.com&quot&gtfoursquare&lt/a&gt,I''m at Frankenstorm Apocalypse - Hurricane Sandy (New York NY) w/ 207 others http//t.co/TnsWZ4Pf,16-Oct-12,uda
131337,TureTurnbull,27775498,BostonT,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Saw another tree down JP''ers call 617-635-4500 if your power is out or if you see a tree is down. @MattOMalley #Sandy #bospoli or call us.,09-Oct-12,bos
131338,BlackHeartHayz,222877237,Hailey-May Hernandez,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Soo If It Wernt For Hurricane Sandy I Woulda Been Flying Home Right Now!,19-Oct-12,hai
131339,LucasPaul,19164437,Lucas Paul,english,&lta href=&quothttp//www.apple.com&quot&gtPhotos on iOS&lt/a&gt,Just waked from Park Slope to Hell''s Kitchen. 2h 23m to get here. Pics to follow. #sandy http//t.co/PvonAbRv,07-Oct-12,luc
131346,TheReal_Sonny,545650094,Ty BoogieÃ­Â¢Ã¤Ã³_ÅÂ¢,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,@victoriiaa_xoxo I would come watch it with you but Sandy playing outsife right now .,18-Oct-12,ty 
131347,Steve_Cowen,251740007,Steve Cowen,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Thoughts with my US friends in the wake of the Hurricane.\n#Sandy,21-Oct-12,ste
131348,sathyabcom,16073936,Sathya Bridgemohansi,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,@starbucksprtnrs tha k you for your awesome support through #Sandy!,05-Oct-12,sat
131349,NicoMorano1,470483641,Nico Morano,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,If #Sandy is so angry with the USA there is a reason!\nNow take the #Kyoto Protocol and wipe away your tears.,27-Oct-12,nic
131357,FranckoReyes,862231908,Franco Reyes,es,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,"HuracÃ­â¬ÅÃ§n ""Sandy"" cobra la primera vÃ­â¬Å_ctima fatal de nacionalidad ""Chilena"". (noticia en curso) siempre tiene que haber un/a chileno/a en tod",12-Oct-12,fra
131358,ianwestcott,29499166,Ian D. Westcott,english,&lta href=&quothttp//instagr.am&quot&gtInstagram&lt/a&gt,Lower Manhattan is still completely dark. Crazy. #Sandy  @ Sunset Park http//t.co/3jRVzkxA,23-Oct-12,ian
131359,TonyleeJ,102201277,Tony Lee Jamieson ,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Jesus! Thoughts go out to those affected by hurricane sandy!,04-Oct-12,ton
131362,SiljeSolheim,125830449,Silje Solheim,in,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,America Ã­Â¢ÅÃ¹Å_ #Sandy #,30-Oct-12,sil
131363,kellinf99,741660132,Kellin Fernandez,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,I hope my family in new york are okay.. #Sandy,05-Oct-12,kel
131364,Vjlo24,108391751,Valentin Lopez ,es,&lta href=&quothttp//www.twitter.com&quot&gtTwitter for Windows Phone&lt/a&gt,@AmbarP_10 Hahaha sii todavia #Sandy no ah Podido Conmigo P,25-Oct-12,val
131370,sophiakichou,53372344,Sophia Kichou,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Obama says superstorm #Sandy is not yet over. Is the worst still yet to come?,30-Oct-12,sop
131372,honeyberk,14308508,Honey Berk,english,&lta href=&quothttp//twitter.com/download/iphone&quot&gtTwitter for iPhone&lt/a&gt,Ã­Â¢Ã¤â°Ã¥ÃÃ±@dcbigjohn Anti-Obama Hurricane Sandy-Related Flier Appears http//t.co/jxcepLbk via @buzzfeedpolÃ­Â¢Ã¤â°Ã¥ÅÃ¹ @maddow @chris_hardball,25-Oct-12,hon
131380,TomKing2010,629386380,Thomas King,english,&lta href=&quothttp//twitter.com/download/android&quot&gtTwitter for Android&lt/a&gt,@alysa_hamilton aw stay safe from sandy yeah! Eventhough it''s probably gone past now?,13-Oct-12,tho
131381,cristingolander,305845915,cristin olander,vietnamese,&lta href=&quothttp//dlvr.it&quot&gtdlvr.it&lt/a&gt,Superstorm Sandy xuo,10-Oct-12,cri
